State,District,Year,Acerage,Yield,PRCP_Jun,PRCP_Jul,PRCP_Aug,PRCP_Sep,PRCP_Oct,PRCP_Nov,TMAX_Jun,TMAX_Jul,TMAX_Aug,TMAX_Sep,TMAX_Oct,TMAX_Nov,TMIN_Jun,TMIN_Jul,TMIN_Aug,TMIN_Sep,TMIN_Oct,TMIN_Nov,WIND_Jun,WIND_Jul,WIND_Aug,WIND_Sep,WIND_Oct,WIND_Nov,RH_Jun,RH_Jul,RH_Aug,RH_Sep,RH_Oct,RH_Nov,SRAD_Jun,SRAD_Jul,SRAD_Aug,SRAD_Sep,SRAD_Oct,SRAD_Nov,LAImax_Aug,LAImax_Jul,LAImax_Jun,LAImax_Nov,LAImax_Oct,LAImax_Sep,GPPsum_Aug,GPPsum_Jul,GPPsum_Jun,GPPsum_Nov,GPPsum_Oct,GPPsum_Sep
Madhya Pradesh,Burhanpur,2021,0.180000,1022.000000,102.714532,185.842731,141.300540,281.226114,107.324547,4.603110,36.092749,30.714939,30.495686,30.898588,32.519072,30.715103,24.138979,24.087406,22.906364,23.136757,20.527856,17.364832,1.928376,1.947436,1.680845,1.474944,1.187596,1.220660,58.258291,69.426957,72.272752,74.476537,56.817516,49.007917,543.672530,459.860371,433.940064,424.712670,572.220272,462.454077,2.468399,0.936557,0.643516,1.322346,2.194804,2.983753,162.705248,98.813286,43.867911,110.500316,122.489795,152.581866
Madhya Pradesh,Burhanpur,2022,0.173000,1092.000000,97.745842,418.804429,184.798981,268.661975,106.611882,0.000000,37.458030,29.644015,30.626429,31.430258,31.582532,30.712597,25.735263,23.021251,23.163287,23.079825,19.798391,14.371938,1.486886,2.117726,1.359503,1.070568,0.859621,0.666639,47.538234,76.324504,72.839426,70.409619,56.572049,42.896499,691.558980,735.529295,717.215739,690.723540,717.729862,693.663336,2.742953,1.120493,0.491932,1.081106,1.605971,3.079690,102.894324,102.894324,102.894324,102.894324,77.170743,102.894324
Madhya Pradesh,Burhanpur,2023,0.176000,949.000000,79.645024,349.977449,75.447761,326.352348,0.087636,61.721594,37.548727,30.956785,30.531306,31.209371,34.042410,31.052805,25.543317,23.647691,22.874772,22.758239,19.605266,16.837809,3.362304,3.029101,3.179210,2.576224,1.836793,1.650483,47.312101,73.581206,69.297412,69.198396,47.833694,51.297936,487.836849,364.315163,436.995972,426.385549,613.219580,473.302299,2.423741,1.001048,0.462672,1.070772,1.440157,2.679965,189.471451,100.496694,30.818867,83.784766,94.691420,153.018109
Madhya Pradesh,Burhanpur,2024,0.185000,989.000000,164.230962,294.502526,258.589811,188.775887,85.445065,0.000000,36.862086,30.408207,30.468174,31.220816,33.190386,31.049901,25.471034,23.854635,23.474547,23.002782,21.986867,15.821214,3.248092,3.124533,2.757372,2.583745,1.727952,1.267104,52.211194,74.482257,74.797403,69.906723,57.734570,45.748592,566.113020,324.652695,390.709917,435.348876,550.106709,520.644260,3.342119,0.784491,0.605629,1.045101,2.015003,2.538879,170.908594,96.020889,35.995875,76.215120,138.674799,169.474523
Madhya Pradesh,Burhanpur,2025,0.202000,800.000000,130.729112,171.869626,258.708682,237.760098,46.590551,5.113584,34.518289,30.059604,30.589717,30.406742,31.696533,29.837107,24.543908,23.238098,23.111353,22.242005,20.791351,14.571667,3.222022,3.430440,2.722769,1.221211,1.084839,0.716386,55.640733,72.479889,70.628974,67.362661,63.142905,50.726828,510.277486,371.007804,422.829700,426.692948,511.986872,514.090653,2.751630,1.186274,0.650264,1.052186,1.689034,2.882731,158.693366,114.813884,36.926676,114.601056,72.238284,176.910964
Madhya Pradesh,Chhatarpur,2021,0.130000,799.000000,96.525465,255.216588,213.166672,162.511355,34.695196,0.002529,38.595432,34.050004,32.272505,32.689529,32.612391,29.031655,25.449445,26.101199,24.953066,24.484041,20.569306,13.259615,1.561595,1.563473,1.484421,1.326482,0.955120,0.775531,57.709726,67.588887,74.532201,73.019015,55.476622,46.777888,580.759161,481.880220,456.018239,487.935397,563.635510,433.890665,1.317703,0.657656,0.814593,0.681818,1.132536,2.101435,117.997129,82.312679,45.171770,71.716268,71.942105,145.325598
Madhya Pradesh,Chhatarpur,2022,0.090000,878.000000,87.519074,231.497451,350.813733,160.950893,121.719098,0.000000,40.500074,34.831881,32.155778,32.401708,31.795891,29.272186,27.441967,25.570161,24.381560,24.129778,19.660593,13.447408,1.392873,1.959201,1.286992,0.936688,0.739188,0.587251,40.932266,65.830662,73.221588,72.250716,58.971976,48.144500,712.890634,728.535990,729.544191,710.513414,737.621959,711.654898,3.232775,1.662679,0.579187,0.591388,0.893062,1.578230,112.087081,112.087081,112.087081,112.087081,84.065311,112.087081
Madhya Pradesh,Chhatarpur,2023,0.103000,835.000000,145.363990,154.104237,286.083179,191.549378,5.135651,8.613668,38.783545,34.334305,32.362918,33.050807,33.532734,29.371605,26.685510,26.009491,24.823421,24.615883,19.529528,15.326875,2.768060,2.581817,2.593479,2.237065,1.611835,1.265841,46.640794,68.400237,69.737137,67.353889,48.030706,52.026393,395.029635,512.001748,471.327448,481.845664,555.716863,415.988246,1.712919,1.332775,0.610526,0.522967,0.760766,1.421053,167.304067,112.632536,25.559569,54.482057,59.526316,135.506938
Madhya Pradesh,Chhatarpur,2024,0.149000,1020.000000,98.656844,264.681325,342.449778,256.362420,2.181423,0.000000,40.966689,34.323124,32.270640,32.629033,33.812819,30.170457,28.533410,26.342061,24.895898,24.585234,21.858654,15.049281,2.979491,2.904032,2.524056,2.510619,1.529587,1.151020,42.830272,68.922495,74.756766,70.697806,55.255628,47.562793,591.102685,484.859656,433.893936,451.755613,520.946906,447.913957,3.189713,1.579665,0.362919,0.490909,1.107656,2.211005,156.657656,109.993301,23.702392,48.561483,97.563397,131.258134
Madhya Pradesh,Chhatarpur,2025,0.467000,510.000000,204.501906,660.002919,183.768956,145.606305,61.628183,0.894945,37.220670,31.891827,32.207876,32.761015,30.922722,27.903720,26.085622,24.539842,24.963316,24.876592,20.856807,12.696411,2.948714,3.017837,2.517420,1.153581,1.009557,0.558295,51.853689,72.364869,72.418059,66.727752,66.306008,53.723290,521.552386,409.105760,460.994523,473.058322,484.169041,472.584647,1.662201,0.824880,0.426316,0.767464,0.677033,1.200957,164.388278,106.788995,37.992584,68.469856,40.005263,123.490431
Madhya Pradesh,Chhindwara,2021,0.510000,756.000000,283.750839,276.875523,169.670145,265.181760,45.192279,3.844704,36.023511,30.770678,30.224282,30.677093,31.592851,29.022970,23.293867,23.626147,22.816205,22.809892,19.885311,15.163314,1.935874,1.946722,1.769105,1.649580,1.300544,1.119474,59.343600,68.717856,72.469456,73.351524,56.482186,48.502035,526.034754,459.367187,435.839997,445.856879,578.267299,461.320522,3.989863,2.640000,2.242740,1.447123,2.761918,4.919178,192.935616,141.613151,93.959452,121.846301,144.103014,206.287397
Madhya Pradesh,Chhindwara,2022,0.351000,866.000000,152.027800,581.900263,541.613390,313.478763,82.913727,0.000000,37.515385,30.094635,29.641062,30.253898,30.164034,28.227820,24.388851,22.811933,22.612333,22.361499,18.774085,12.746607,1.303792,1.945211,1.230671,0.876970,0.713109,0.602591,44.932723,75.152345,75.869691,72.901253,59.352420,46.497619,660.991353,694.331703,701.093242,669.904764,688.893447,669.429781,4.565205,1.886575,0.986301,1.420822,1.901370,6.151233,82.904110,82.904110,82.904110,82.904110,62.178082,82.904110
Madhya Pradesh,Chhindwara,2024,0.173000,1075.000000,130.085299,483.672757,372.788750,237.568284,47.413533,0.000000,37.422659,30.442965,29.943504,30.905847,32.384304,29.541181,25.811132,23.818799,23.249884,23.127757,21.333906,14.742657,3.358036,3.374758,2.763111,2.855408,1.883833,1.442053,51.281911,75.123767,76.500006,71.547557,59.443072,48.178053,552.356953,358.756554,378.905177,422.545839,536.796921,499.721368,4.437808,2.555068,1.279452,1.327123,2.405205,2.558356,198.667123,145.133973,65.952603,91.591781,170.111233,204.393425
Madhya Pradesh,Chhindwara,2025,0.133000,450.000000,162.829643,477.185022,244.395571,234.612066,58.958433,4.884870,34.729571,29.234669,30.598292,30.497458,30.572689,28.015323,24.687220,23.036747,23.384183,23.043010,21.088891,13.623550,3.233223,3.305969,2.705910,1.071021,0.809715,0.537561,55.800700,75.663821,72.310695,69.928691,69.078772,53.128127,491.842964,374.497841,430.913349,435.922812,485.569507,497.168368,3.482740,0.918082,0.912055,1.256164,2.369589,3.177534,221.254795,167.670959,67.896986,142.521644,97.036712,207.264658
Madhya Pradesh,Damoh,2021,0.820000,605.000000,152.980107,243.284758,157.030525,190.472258,22.785543,0.158209,37.713263,32.751309,31.353003,31.888205,32.271905,29.059572,24.732635,25.275237,24.207293,23.915423,20.399091,13.933876,1.756747,1.775976,1.744569,1.475919,1.100646,1.016573,58.554687,68.057510,74.075061,72.844009,54.303877,45.319892,565.870919,472.182101,443.904414,479.049430,575.595046,458.962852,2.600974,0.680559,0.656699,0.596290,1.150389,2.768217,174.443094,79.982707,35.574595,61.773581,69.172872,153.393539
Madhya Pradesh,Damoh,2022,0.703000,878.000000,156.266259,330.707718,469.240813,182.316116,90.051705,0.000000,39.605825,33.187133,31.380690,31.813369,31.672664,29.032944,26.505364,24.408450,23.752623,23.622554,19.544748,13.392460,1.278532,1.830526,1.165189,0.870809,0.749194,0.557437,42.728905,69.437416,74.079038,71.947448,57.571456,46.744397,700.292594,718.620897,716.280241,691.476564,722.290848,693.212933,3.491749,1.412391,0.504759,0.607559,0.905670,2.230656,120.658115,120.658115,120.658115,120.658115,90.493586,120.658115
Madhya Pradesh,Damoh,2023,0.247000,850.000000,177.011611,208.816190,358.312480,196.759340,6.250290,6.736370,38.438693,33.574502,31.518775,32.375499,33.389683,29.752603,26.252165,25.305911,24.070074,24.027178,19.321653,15.504957,2.842691,2.619049,2.808231,2.317191,1.673910,1.311379,46.365969,69.992740,69.786663,67.720634,46.554312,50.662045,428.317259,492.880616,453.204399,468.448705,572.601148,434.460797,3.162514,1.473699,0.441499,0.645324,0.880359,2.544537,192.627958,101.340459,17.344379,49.234985,58.083397,139.321742
Madhya Pradesh,Damoh,2024,0.432000,905.000000,116.553860,368.365606,429.501215,286.432894,12.427310,0.000000,39.848338,32.722729,31.040743,31.830141,33.176693,29.937875,27.738678,25.257477,24.107162,23.952400,21.702119,14.956215,3.065246,2.975181,2.581246,2.588259,1.634601,1.287849,45.508008,72.480453,76.257021,71.414267,56.838325,47.647326,582.664949,436.925227,406.787693,438.614295,527.458332,468.317823,3.030393,1.570557,0.446017,0.568668,0.980620,2.869916,168.039241,108.950224,17.986479,47.070320,85.127282,134.813051
